"URL","Resides"
"https://s.hdnux.com/photos/75/67/57/16219083/3/core_package.jpg","N_OK"
"https://www.houstonchronicle.com/entertainment/arts-theater/article/14-pews-explores-birth-of-video-culture-with-my-13248294.php?utm_campaign=btfpm&utm_medium=linkmodule&utm_source=chron","N_OK"
"http://www.chron.com/life/food/","N_OK"
"https://ww1.hdnux.com/photos/32/54/51/6998608/3/50x50.jpg","N_OK"
"https://www.chron.com/jobs/salute-to-nurses/","OK"
"https://s.hdnux.com/photos/75/67/71/16219762/3/core_package.jpg","N_OK"
"https://www.chron.com/cars/article/bogi-lateiner-is-changing-the-conversation-13247962.php","OK"
"https://www.chron.com/business/bizfeed/article/houston-banker-leads-new-jpmorgan-chase-group-to-13247504.php","OK"
"https://s.hdnux.com/photos/75/63/47/16202222/3/core_package.jpg","N_OK"
"https://www.chron.com/neighborhood/galveston/news/article/popular-galveston-bar-could-lose-alcohol-license-13247470.php","OK"
"https://www.chron.com/sports/cougars/","OK"
"https://www.chron.com/news/politics/article/at-un-unrepentant-trump-set-to-rattle-foes-13251349.php","OK"
"https://www.chron.com/news/media/nasa-photographs-electric-blue-clouds-above-the-1347242.php","OK"
"https://www.chron.com/news/investigations/","OK"
"https://www.chron.com/neighborhood/fortbend/news/article/sheriff-1-dead-in-fiery-18-wheeler-crash-south-13245867.php","OK"
"http://www.chron.com/entertainment/tv/","N_OK"
"https://www.chron.com/life/food/article/the-story-of-how-luby-s-became-a-texas-staple-12499448.php?ipid=hpctp","OK"
"https://www.chron.com/news/politics","OK"
"https://www.chron.com/neighborhood/pasadena/news/article/pasadena-rodeo-features-fowler-keen-13245290.php","OK"
"https://www.chron.com/news/houston-texas/article/man-fatally-shot-in-east-houston-13249758.php?ipid=houstonhomepage","OK"
"https://www.chron.com/neighborhood/pasadena/news/article/pasadena-woman-plays-multiple-roles-in-comedy-13244277.php","OK"
"https://www.chron.com/sports/astros/article/ken-giles-says-he-felt-trapped-with-astros-13252224.php?ipid=hpctp","OK"
"https://www.chron.com/sports/outdoors/","OK"
"https://www.chron.com/sports/astros/article/ken-giles-says-he-felt-trapped-with-astros-13252224.php","OK"
"https://www.chron.com/business/","OK"
"https://www.chron.com/sports/rockets/article/rockets-associate-head-coach-jeff-bzdelik-retire-13234069.php","OK"
"http://www.chron.com/entertainment/arts-theater/","N_OK"
"http://www.houstonchronicle.com/","N_OK"
"https://www.chron.com/sports/texans/article/john-mcclain-s-texans-vs-giants-grades-13251788.php","OK"
"https://www.chron.com/life/society/","OK"
"https://www.facebook.com/chroncom","N_OK"
"https://www.chron.com/neighborhood/woodlands/news/article/the-woodlands-bald-eagles-expected-to-return-soon-13224194.php","OK"
"https://www.chron.com/sports/texans/article/new-york-giants-houston-texans-game-recap-13248523.php?ipid=hpsportsctp","OK"
"https://www.chron.com/neighborhood/bayarea/sports/article/hs-football-clear-springs-versus-katy-game-13250777.php","OK"
"https://www.chron.com/sports/texas-sports-nation/","OK"
